request_id,pickup_datetime,latitude,longitude,h3_index,from_edge,to_edge
call_20260901_1233,2026-09-01 12:40:29,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-557469234
call_20260901_1234,2026-09-01 12:40:44,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,239954009#1
call_20260901_1235,2026-09-01 12:41:19,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-506191135#22
call_20260901_1236,2026-09-01 12:41:28,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-523141073
call_20260901_1237,2026-09-01 12:42:55,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,-239954005#0
call_20260901_1238,2026-09-01 12:43:09,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,26163000#0
call_20260901_1239,2026-09-01 12:46:06,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,239954010
call_20260901_1240,2026-09-01 12:46:22,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-117790049#2
call_20260901_1241,2026-09-01 12:46:52,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,1117538957#3
call_20260901_1242,2026-09-01 12:48:05,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,375049565#3
call_20260901_1243,2026-09-01 12:48:23,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,417933642#0
call_20260901_1244,2026-09-01 12:49:40,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,417750336#4
call_20260901_1245,2026-09-01 12:49:40,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,1376141182#1
call_20260901_1246,2026-09-01 12:50:03,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-256787796#5
call_20260901_1247,2026-09-01 12:51:42,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,218857636#1
call_20260901_1248,2026-09-01 12:52:00,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,914407834#0
call_20260901_1249,2026-09-01 12:53:29,37.49404453879786,127.02561952690162,8830e1ca21fffff,1056882877#2,-256787796#8
call_20260901_1250,2026-09-01 12:53:31,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,521766182#1
call_20260901_1251,2026-09-01 12:53:34,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-417750342#0
call_20260901_1252,2026-09-01 12:53:56,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,417750338
call_20260901_1253,2026-09-01 12:54:26,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-802110008
call_20260901_1254,2026-09-01 12:54:45,37.4939511547517,127.02562390898473,8830e1ca21fffff,-1056882877#2,375049565#2
call_20260901_1255,2026-09-01 12:55:18,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-239962776
call_20260901_1256,2026-09-01 12:57:09,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,1376141182#0
call_20260901_1257,2026-09-01 12:57:21,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,239954462#0
call_20260901_1258,2026-09-01 12:58:10,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,379232161#1
call_20260901_1259,2026-09-01 12:58:39,37.49638047870457,127.02861632601206,8830e1ca21fffff,-309155295#0,-129731721#2
call_20260901_1260,2026-09-01 12:58:48,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,417750342#1
call_20260901_1261,2026-09-01 13:00:55,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,520307304#0
call_20260901_1262,2026-09-01 13:01:42,37.504526093845385,127.03073130538348,8830e1ca07fffff,-417750342#1,117790048#0
call_20260901_1263,2026-09-01 13:01:51,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,305539406
call_20260901_1264,2026-09-01 13:02:06,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,256787796#0
call_20260901_1265,2026-09-01 13:02:36,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,239954010
call_20260901_1266,2026-09-01 13:03:30,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,417750337#3
call_20260901_1267,2026-09-01 13:05:15,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-26163000#6
call_20260901_1268,2026-09-01 13:06:17,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-117790036#1
call_20260901_1269,2026-09-01 13:06:39,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-417746802
call_20260901_1270,2026-09-01 13:07:38,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,1011529829#0
call_20260901_1271,2026-09-01 13:07:46,37.49515655840882,127.03197394726101,8830e1ca23fffff,-805119750,239954005#0
call_20260901_1272,2026-09-01 13:09:28,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-239954369
call_20260901_1273,2026-09-01 13:09:46,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,117790031#2
call_20260901_1274,2026-09-01 13:11:45,37.495970670367036,127.0306460264481,8830e1ca21fffff,417933646#0,-309155295#2
call_20260901_1275,2026-09-01 13:12:09,37.495181265862314,127.03090972390812,8830e1ca21fffff,379232161#1,-239954462#0
call_20260901_1276,2026-09-01 13:12:40,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,117790041#2
call_20260901_1277,2026-09-01 13:15:13,37.494904313831746,127.02709728383553,8830e1ca21fffff,-504227069,239954005#1
call_20260901_1278,2026-09-01 13:15:42,37.49501761927428,127.0302514243789,8830e1ca21fffff,-379232161#1,379463134#4
call_20260901_1279,2026-09-01 13:16:09,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,-417750340
call_20260901_1280,2026-09-01 13:16:31,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,-417750341#1
call_20260901_1281,2026-09-01 13:16:32,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-504227069
call_20260901_1282,2026-09-01 13:16:41,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-557469234
call_20260901_1283,2026-09-01 13:17:36,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,-379232161#0
call_20260901_1284,2026-09-01 13:17:45,37.49761997130311,127.02583472633543,8830e1ca29fffff,-129731721#2,1376141183#1
call_20260901_1285,2026-09-01 13:17:45,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,417750336#4
call_20260901_1286,2026-09-01 13:20:14,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,1117538958#3
call_20260901_1287,2026-09-01 13:20:19,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-117790044#2
call_20260901_1288,2026-09-01 13:20:22,37.49948141585532,127.0278117331054,8830e1ca2bfffff,-256787796#5,129733424#0
call_20260901_1289,2026-09-01 13:21:42,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-1056882877#5
call_20260901_1290,2026-09-01 13:24:25,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,379463134#2
call_20260901_1291,2026-09-01 13:24:30,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-256787796#1
call_20260901_1292,2026-09-01 13:25:05,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,218877837#2
call_20260901_1293,2026-09-01 13:27:50,37.49448785768351,127.0332025604508,8830e1ca23fffff,-37403040,379463134#0
call_20260901_1294,2026-09-01 13:27:51,37.49761997130311,127.02583472633543,8830e1ca29fffff,-129731721#2,504227066#0
call_20260901_1295,2026-09-01 13:27:53,37.50423617043218,127.03181246864501,8830e1ca07fffff,-117790060#0,-37403040
call_20260901_1296,2026-09-01 13:28:15,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,117790062#2
call_20260901_1297,2026-09-01 13:28:20,37.50383487193073,127.03248952948778,8830e1ca07fffff,117790060#0,521770119#1
call_20260901_1298,2026-09-01 13:28:38,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-117790051#1
call_20260901_1299,2026-09-01 13:29:20,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,521766175#0
call_20260901_1300,2026-09-01 13:29:27,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-129731857#1
call_20260901_1301,2026-09-01 13:30:48,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,129731859#0
call_20260901_1302,2026-09-01 13:32:35,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,379232155
call_20260901_1303,2026-09-01 13:32:36,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,117790048#4
call_20260901_1304,2026-09-01 13:32:48,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,-379232133
call_20260901_1305,2026-09-01 13:33:37,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,117790055#0
call_20260901_1306,2026-09-01 13:33:39,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,417750337#3
call_20260901_1307,2026-09-01 13:33:43,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,129731859#1
call_20260901_1308,2026-09-01 13:33:51,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-417750337#4
call_20260901_1309,2026-09-01 13:33:53,37.50035868665,127.02660569228833,8830e1ca29fffff,521770119#0,117790057
call_20260901_1310,2026-09-01 13:34:20,37.50347678140557,127.03267687215461,8830e1ca07fffff,-117790040,239962780#2
call_20260901_1311,2026-09-01 13:34:54,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-417933645#1
call_20260901_1312,2026-09-01 13:35:01,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,805827757#0
call_20260901_1313,2026-09-01 13:35:37,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-541692164#0
call_20260901_1314,2026-09-01 13:35:41,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,-309155295#1
call_20260901_1315,2026-09-01 13:36:07,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,1229817205#0
call_20260901_1316,2026-09-01 13:36:16,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-117790035
call_20260901_1317,2026-09-01 13:36:48,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-379232161#0
call_20260901_1318,2026-09-01 13:36:54,37.50331692725029,127.02781589914561,8830e1ca05fffff,379463134#5,129731859#4
call_20260901_1319,2026-09-01 13:38:05,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-129731858#1
call_20260901_1320,2026-09-01 13:39:13,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-129731858#1
call_20260901_1321,2026-09-01 13:43:14,37.50267326774391,127.02755670699038,8830e1ca05fffff,-417750337#2,1229817205#1
call_20260901_1322,2026-09-01 13:45:08,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,309155295#1
call_20260901_1323,2026-09-01 13:47:00,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-379232161#1
call_20260901_1324,2026-09-01 13:47:45,37.5013950584281,127.02761070627426,8830e1ca2bfffff,117790062#6,521766175#0
call_20260901_1325,2026-09-01 13:48:20,37.49768036730318,127.02690862214347,8830e1ca29fffff,1117538957#3,542367267#1
call_20260901_1326,2026-09-01 13:48:35,37.495964324493116,127.0273176671949,8830e1ca21fffff,-504227067#3,417750337#5
call_20260901_1327,2026-09-01 13:49:18,37.4939511547517,127.02562390898473,8830e1ca21fffff,-1056882877#2,-379232161#0
call_20260901_1328,2026-09-01 13:49:48,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,-129731834#1
call_20260901_1329,2026-09-01 13:50:20,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,379232155
call_20260901_1330,2026-09-01 13:50:36,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,117790048#4
call_20260901_1331,2026-09-01 13:50:36,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,521766182#1
call_20260901_1332,2026-09-01 13:50:40,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,1472718291
call_20260901_1333,2026-09-01 13:50:59,37.495032928185694,127.02707625408722,8830e1ca21fffff,504227069,379463124
call_20260901_1334,2026-09-01 13:51:01,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,504227067#4
call_20260901_1335,2026-09-01 13:51:36,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,305539406
call_20260901_1336,2026-09-01 13:51:49,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-117790049#1
call_20260901_1337,2026-09-01 13:52:01,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-129731857#1
call_20260901_1338,2026-09-01 13:52:18,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-37403040
call_20260901_1339,2026-09-01 13:54:19,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-379463134#6
call_20260901_1340,2026-09-01 13:54:22,37.502870786229686,127.03363938223451,8830e1ca07fffff,417746802,417750336#6
call_20260901_1341,2026-09-01 13:54:43,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-1056882877#2
call_20260901_1342,2026-09-01 13:55:39,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-417750337#4
call_20260901_1343,2026-09-01 13:55:57,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-417731530
call_20260901_1344,2026-09-01 13:57:57,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,975332778#0
call_20260901_1345,2026-09-01 13:59:46,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,176732665
call_20260901_1346,2026-09-01 14:00:10,37.504515957174114,127.0234846106864,8830e1ca05fffff,239954464#0,256787796#6
call_20260901_1347,2026-09-01 14:00:29,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,417750350#0
call_20260901_1348,2026-09-01 14:00:34,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,805827757#0
call_20260901_1349,2026-09-01 14:01:46,37.50542445388728,127.03058642840735,8830e1ca07fffff,117790044#3,-117790055#1
call_20260901_1350,2026-09-01 14:03:09,37.50347678140557,127.03267687215461,8830e1ca07fffff,-117790040,803535315#0
call_20260901_1351,2026-09-01 14:03:32,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,417933642#0
call_20260901_1352,2026-09-01 14:03:52,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-129731717#1
call_20260901_1353,2026-09-01 14:04:50,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,379232161#1
call_20260901_1354,2026-09-01 14:05:12,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,417750337#3
call_20260901_1355,2026-09-01 14:05:28,37.494904313831746,127.02709728383553,8830e1ca21fffff,-504227069,-504509918#2
call_20260901_1356,2026-09-01 14:05:34,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-417750341#1
call_20260901_1357,2026-09-01 14:06:02,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,239954462#1
call_20260901_1358,2026-09-01 14:06:15,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,129731834#0
call_20260901_1359,2026-09-01 14:07:00,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-117790055#1
call_20260901_1360,2026-09-01 14:07:15,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-379232161#4
call_20260901_1361,2026-09-01 14:08:24,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-26163000#5
call_20260901_1362,2026-09-01 14:12:42,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,504227069
call_20260901_1363,2026-09-01 14:12:44,37.50294469109351,127.03192477763211,8830e1ca2bfffff,-117790055#0,1056882877#2
call_20260901_1364,2026-09-01 14:13:56,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,26163000#6
call_20260901_1365,2026-09-01 14:13:58,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,541692164#1
call_20260901_1366,2026-09-01 14:14:29,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,417750337#1
call_20260901_1367,2026-09-01 14:15:41,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,-117790045#1
call_20260901_1368,2026-09-01 14:15:53,37.499469059586524,127.02954409927688,8830e1ca2bfffff,129731858#2,-309155295#1
call_20260901_1369,2026-09-01 14:16:11,37.49449815535933,127.03323644926535,8830e1ca23fffff,37403040,239962778
call_20260901_1370,2026-09-01 14:16:59,37.495516294974436,127.03187458074267,8830e1ca23fffff,-379232161#4,239954462#0
call_20260901_1371,2026-09-01 14:18:17,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,417933645#2
call_20260901_1372,2026-09-01 14:20:29,37.50216886287295,127.03069460038853,8830e1ca2bfffff,117790036#1,218873820#0
call_20260901_1373,2026-09-01 14:20:32,37.50383487193073,127.03248952948778,8830e1ca07fffff,117790060#0,256787796#6
call_20260901_1374,2026-09-01 14:22:26,37.49766939270699,127.02644737831956,8830e1ca29fffff,480850873,-117790044#5
call_20260901_1375,2026-09-01 14:23:15,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,239954462#1
call_20260901_1376,2026-09-01 14:24:11,37.50229026632364,127.02570278176609,8830e1ca29fffff,521766180#1,-417750341#1
call_20260901_1377,2026-09-01 14:24:13,37.50086733060704,127.02892410082313,8830e1ca2bfffff,-117790031#1,-376649996#1
call_20260901_1378,2026-09-01 14:25:29,37.49525506406574,127.03104951272522,8830e1ca21fffff,-379232161#3,-117790031#1
call_20260901_1379,2026-09-01 14:26:12,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,117790055#0
call_20260901_1380,2026-09-01 14:26:33,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-541692164#2
call_20260901_1381,2026-09-01 14:26:42,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,379232155
call_20260901_1382,2026-09-01 14:26:52,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,417933645#2
call_20260901_1383,2026-09-01 14:27:23,37.502299851395925,127.02718757936651,8830e1ca05fffff,417750337#2,800742072#0
call_20260901_1384,2026-09-01 14:28:18,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,129731834#0
call_20260901_1385,2026-09-01 14:28:45,37.50542445388728,127.03058642840735,8830e1ca07fffff,117790044#3,-379232161#4
call_20260901_1386,2026-09-01 14:29:01,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,117790041#3
call_20260901_1387,2026-09-01 14:29:10,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,26163000#3
call_20260901_1388,2026-09-01 14:30:25,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,1229817205#0
call_20260901_1389,2026-09-01 14:30:39,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,-129731857#0
call_20260901_1390,2026-09-01 14:30:43,37.49750598253381,127.02397135473024,8830e1ca29fffff,218857636#1,239962778
call_20260901_1391,2026-09-01 14:32:06,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-26004328#0
call_20260901_1392,2026-09-01 14:32:35,37.502914416964416,127.0274152932023,8830e1ca05fffff,379463124,129733424#0
call_20260901_1393,2026-09-01 14:32:50,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,379463134#3
call_20260901_1394,2026-09-01 14:33:23,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,494824662#3
call_20260901_1395,2026-09-01 14:34:04,37.502870786229686,127.03363938223451,8830e1ca07fffff,417746802,-379463130#1
call_20260901_1396,2026-09-01 14:35:38,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,-417750336#5
call_20260901_1397,2026-09-01 14:38:11,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,-1011529829#3
call_20260901_1398,2026-09-01 14:38:18,37.49666925287069,127.02433580139378,8830e1ca29fffff,-1056882877#5,-239954009#1
call_20260901_1399,2026-09-01 14:39:21,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-26163000#3
call_20260901_1400,2026-09-01 14:43:06,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-309155295#0
call_20260901_1401,2026-09-01 14:43:11,37.50197643348745,127.02951585148887,8830e1ca2bfffff,-117790031#3,117790031#3
call_20260901_1402,2026-09-01 14:46:56,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,-117790039#4
call_20260901_1403,2026-09-01 14:48:00,37.50542445388728,127.03058642840735,8830e1ca07fffff,117790044#3,117790041#2
call_20260901_1404,2026-09-01 14:50:09,37.506033999752134,127.03045411563367,8830e1ca07fffff,-26004328#0,-117790039#4
call_20260901_1405,2026-09-01 14:50:28,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,-309155295#1
call_20260901_1406,2026-09-01 14:52:49,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-805119750
call_20260901_1407,2026-09-01 14:53:03,37.49626865249146,127.03436432788091,8830e1ca23fffff,176732665,-117790031#4
call_20260901_1408,2026-09-01 14:53:30,37.50367212876319,127.02911843875455,8830e1ca05fffff,417750338,129733424#0
call_20260901_1409,2026-09-01 14:58:58,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-129731857#0
call_20260901_1410,2026-09-01 15:01:04,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,379463124
call_20260901_1411,2026-09-01 15:03:57,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,376649996#0
call_20260901_1412,2026-09-01 15:04:01,37.50128752088794,127.03197926421643,8830e1ca2bfffff,117790039#3,-129731721#2
call_20260901_1413,2026-09-01 15:04:54,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,117790048#1
call_20260901_1414,2026-09-01 15:05:59,37.501643033200516,127.0266803310134,8830e1ca29fffff,-417750337#6,129731857#0
call_20260901_1415,2026-09-01 15:06:50,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,-117790055#1
call_20260901_1416,2026-09-01 15:07:04,37.49752638728823,127.02598887622821,8830e1ca29fffff,504512001,218857636#1
call_20260901_1417,2026-09-01 15:07:19,37.50102440095095,127.02222355917009,8830e1ca29fffff,-506191135#22,117790060#2
call_20260901_1418,2026-09-01 15:07:25,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,304445274
call_20260901_1419,2026-09-01 15:08:19,37.49768036730318,127.02690862214347,8830e1ca29fffff,1117538957#3,309155295#3
call_20260901_1420,2026-09-01 15:09:39,37.5042752931894,127.02150744623682,8830e1ca63fffff,-239962780#1,218877837#0
call_20260901_1421,2026-09-01 15:10:41,37.504374562124504,127.02193503565296,8830e1ca63fffff,239962780#1,117790044#0
call_20260901_1422,2026-09-01 15:12:04,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,26163000#4
call_20260901_1423,2026-09-01 15:13:19,37.498259016006706,127.02792115171043,8830e1ca2bfffff,239954010,504509918#0
call_20260901_1424,2026-09-01 15:17:35,37.50251779211253,127.02352429735905,8830e1ca29fffff,129731720#0,504227066#0
call_20260901_1425,2026-09-01 15:18:16,37.49345076747295,127.02589191739919,8830e1ca21fffff,1056882877#1,117790045#3
call_20260901_1426,2026-09-01 15:20:41,37.50194033621889,127.02586007381231,8830e1ca29fffff,1376141183#2,129731857#0
call_20260901_1427,2026-09-01 15:20:52,37.494904313831746,127.02709728383553,8830e1ca21fffff,-504227069,117790049#0
call_20260901_1428,2026-09-01 15:21:38,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,417750336#0
call_20260901_1429,2026-09-01 15:24:32,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,129731858#2
call_20260901_1430,2026-09-01 15:28:08,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,376649992
call_20260901_1431,2026-09-01 15:28:11,37.495441981711274,127.03173627457818,8830e1ca23fffff,379232161#2,129731720#0
call_20260901_1432,2026-09-01 15:28:23,37.50314618121546,127.02740263221567,8830e1ca05fffff,26163000#3,379463134#3
call_20260901_1433,2026-09-01 15:29:53,37.49449815535933,127.03323644926535,8830e1ca23fffff,37403040,1537068129#1
call_20260901_1434,2026-09-01 15:31:19,37.49555185456799,127.03208855757656,8830e1ca23fffff,379232161#4,-117790062#1
call_20260901_1435,2026-09-01 15:31:44,37.50250802830833,127.02349016603078,8830e1ca29fffff,-129731717#1,-117790045#3
call_20260901_1436,2026-09-01 15:32:24,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,117790048#4
call_20260901_1437,2026-09-01 15:35:19,37.50404875881122,127.02810942758761,8830e1ca05fffff,117790051#0,-239962776
call_20260901_1438,2026-09-01 15:35:43,37.49448785768351,127.0332025604508,8830e1ca23fffff,-37403040,-1056882877#0
call_20260901_1439,2026-09-01 15:36:50,37.49420936688719,127.03238496451934,8830e1ca23fffff,805119750,504227067#4
call_20260901_1440,2026-09-01 15:38:52,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,117790031#4
call_20260901_1441,2026-09-01 15:41:17,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,239954009#0
call_20260901_1442,2026-09-01 15:42:06,37.50298672188214,127.0303809169455,8830e1ca2bfffff,117790049#2,-117790060#0
call_20260901_1443,2026-09-01 15:44:41,37.50370899228953,127.02922663303362,8830e1ca05fffff,117790062#1,-309155295#2
call_20260901_1444,2026-09-01 15:45:20,37.49515655840882,127.03197394726101,8830e1ca23fffff,-805119750,-1056882877#0
call_20260901_1445,2026-09-01 15:45:32,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,1376141182#1
call_20260901_1446,2026-09-01 15:46:16,37.50133214665247,127.02601930184112,8830e1ca29fffff,1376141182#1,-417750350#1
call_20260901_1447,2026-09-01 15:46:49,37.50250802830833,127.02349016603078,8830e1ca29fffff,-129731717#1,-417750342#2
call_20260901_1448,2026-09-01 15:47:47,37.495636858212606,127.02887443131246,8830e1ca21fffff,494824662#3,417750336#6
call_20260901_1449,2026-09-01 15:48:48,37.50348844998959,127.02822179456365,8830e1ca05fffff,417750337#0,256787796#8
call_20260901_1450,2026-09-01 15:49:05,37.49626865249146,127.03436432788091,8830e1ca23fffff,176732665,117790031#2
call_20260901_1451,2026-09-01 15:52:38,37.50429495965526,127.0213902964732,8830e1ca63fffff,-239962776,117790044#5
call_20260901_1452,2026-09-01 15:56:20,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-117790048#5
call_20260901_1453,2026-09-01 15:58:25,37.49420936688719,127.03238496451934,8830e1ca23fffff,805119750,-117790062#5
call_20260901_1454,2026-09-01 16:00:09,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,-129731721#2
call_20260901_1455,2026-09-01 16:01:28,37.495516294974436,127.03187458074267,8830e1ca23fffff,-379232161#4,-129731721#2
call_20260901_1456,2026-09-01 16:01:54,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,26004328#1
call_20260901_1457,2026-09-01 16:05:13,37.50098524721144,127.02603781257223,8830e1ca29fffff,521770116#2,-117790048#0
call_20260901_1458,2026-09-01 16:05:28,37.50356928397921,127.032706118394,8830e1ca07fffff,117790060#1,417750350#0
call_20260901_1459,2026-09-01 16:06:07,37.50362095073317,127.02160650798479,8830e1ca63fffff,-542367267#0,129731859#3
call_20260901_1460,2026-09-01 16:07:02,37.495441981711274,127.03173627457818,8830e1ca23fffff,379232161#2,117790035
